player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Danny Shaban,171060,HB,COLGATE,9,66,15,5,43.3,152,0,351,0,2,15,269,93.6,9,20,142,0,13,84.0,75.1,23.3,,39.7,58.1,82.0,65.7,57,1,72,8,115,86,0,0,11,74,5,351,269,4.08,5.3,0.63,53
Jayden Sumpter,185647,HB,GEORGETOWN,9,65,13,1,7.9,21,0,265,1,1,13,186,54.9,6,16,172,0,10,84.0,68.7,81.3,,44.2,57.4,71.8,57.3,21,0,49,8,81,76,0,0,9,73,2,265,186,2.86,4.1,0.6,55
Jah'Kei Chavis,209707,HB,HAMPTON,9,65,14,4,38.3,125,0,326,0,1,14,242,79.8,9,19,178,0,22,84.1,73.2,82.0,,48.0,64.0,74.2,60.5,75,1,69,5,69,96,0,0,8,70,3,326,242,3.72,5.0,1.0,41
Arthur Rodgers,145270,HB,NC CENT,8,65,8,6,52.3,185,0,354,0,1,8,228,45.8,10,21,247,1,37,65.0,70.4,80.7,,74.9,62.5,68.1,76.1,44,0,36,4,53,90,0,0,7,69,6,354,228,3.51,5.4,0.68,27
Michael Mansaray,141838,HB,VALPO,6,65,17,6,53.6,178,0,332,1,1,17,264,106.0,7,14,332,0,34,84.2,70.2,82.7,,59.5,47.9,74.0,55.4,49,0,10,4,63,88,0,0,7,69,3,332,264,4.06,5.1,0.16,31
Logan Inagawa,206029,QB,DRAKE,6,65,12,3,18.2,54,0,217,0,0,8,136,43.5,8,18,153,2,30,67.7,77.4,83.2,74.1,,60.0,69.2,60.1,24,0,0,0,1,160,80,15,0,50,5,297,165,2.54,4.6,0.0,14
Grayson Saunier,171185,QB,DARTMOUTH,7,64,7,4,20.9,80,0,175,0,0,5,91,25.8,14,27,148,4,13,62.2,85.4,85.7,81.8,,,72.5,60.0,37,0,0,0,0,218,208,22,0,42,9,383,145,2.27,6.0,,20
Ryan Morrow,142725,HB,ALAB A&M,9,64,14,1,7.1,15,0,211,2,1,14,170,58.6,7,14,104,0,29,84.0,59.7,81.0,,55.5,42.0,63.4,59.0,15,0,29,4,80,69,0,0,8,68,2,211,170,2.66,3.3,0.36,35
Ty Pennington,185022,QB,N ARIZONA,9,64,13,3,28.5,80,0,205,0,0,6,134,32.2,8,15,252,4,18,69.1,85.1,67.2,82.7,,57.2,71.5,60.1,45,3,0,0,1,283,76,14,0,50,2,281,178,2.78,4.4,0.0,16
Khalil Eichelberger,200797,HB,E TENN ST,9,64,10,2,17.8,47,0,264,1,2,10,185,46.9,5,18,157,1,24,65.7,65.2,81.6,,61.5,46.2,68.9,57.8,25,0,56,10,65,75,0,0,12,74,3,264,185,2.89,4.1,0.86,38
Hakeem Watters,200659,HB,CHARLES SO,8,64,9,5,50.0,166,0,332,1,4,9,270,80.7,7,11,135,1,22,49.4,69.5,82.6,,26.8,54.4,71.8,60.0,63,0,67,4,58,74,0,0,8,68,3,332,270,4.22,5.2,1.16,42
Jojo Uga,193274,HB,ALBANY,9,63,19,2,22.2,59,0,266,0,0,19,224,105.6,6,14,106,1,29,64.6,70.1,80.9,,73.1,53.5,71.0,58.4,43,1,16,1,50,83,0,0,1,64,1,266,224,3.56,4.2,0.32,33
Kemarrion Battles,201878,HB,TOWSON,9,63,9,3,23.2,66,0,285,1,1,9,174,37.8,8,16,317,1,30,66.4,68.7,82.1,,65.4,56.1,70.7,71.0,31,0,100,10,88,80,0,0,15,73,2,285,174,2.76,4.5,1.14,32
Sekou Kamau,171713,HB,WAGNER,9,63,11,4,28.5,74,0,260,1,1,11,181,50.0,10,11,338,0,16,83.9,63.4,21.7,,83.2,44.7,67.9,53.1,25,1,13,6,73,83,0,0,10,69,0,260,181,2.87,4.1,0.18,47
Chris Zellous,153319,QB,STNY BROOK,6,63,5,4,25.1,86,0,277,0,0,5,104,24.6,13,21,303,3,21,63.2,63.4,54.1,52.4,,54.3,75.9,60.4,28,2,0,0,1,193,66,17,0,46,5,343,145,2.3,5.4,0.0,17
Xavier Leigh,162311,HB,N DAKOTA,9,62,10,4,31.4,83,0,264,1,2,10,148,38.2,8,14,249,1,15,65.7,61.5,81.9,,44.2,60.0,62.1,60.6,25,0,105,13,92,84,0,0,15,75,1,264,148,2.39,4.3,1.14,45
James Basinger,202439,HB,S DAK ST,9,62,10,0,0.0,0,1,228,0,1,10,180,46.3,5,16,292,0,28,83.9,68.5,82.0,,23.8,64.1,70.4,57.3,14,1,65,7,89,77,0,0,9,69,4,228,180,2.9,3.7,0.73,34
Camden Orth,108965,QB,CHATTNOOGA,9,62,29,6,42.9,211,0,331,0,0,6,93,40.8,16,24,137,4,20,48.8,68.5,42.4,65.1,,,69.5,60.0,58,5,0,0,0,297,161,25,0,37,5,492,269,4.34,7.9,,12
Travis Kerney,186325,HB,HOWARD,8,62,6,3,25.1,70,0,279,0,1,6,177,28.5,7,15,184,0,19,84.2,72.6,81.6,,56.4,76.5,71.3,56.8,38,0,76,8,81,84,0,0,9,70,2,279,177,2.85,4.5,0.94,42
Tristan Shannon,149651,HB,MARIST,9,62,12,4,48.9,149,0,305,0,1,12,233,68.8,7,17,213,1,27,67.9,63.2,83.3,,18.2,50.1,71.5,64.5,59,0,59,9,150,88,0,0,11,71,4,305,233,3.76,4.9,0.39,32
EJ Oakmon,160061,HB,TXAMCO,9,61,12,1,9.6,24,1,251,0,3,12,156,53.3,8,17,1139,1,30,65.6,68.9,17.8,,31.9,52.1,76.2,62.9,24,1,60,11,86,79,0,0,14,72,7,251,156,2.56,4.1,0.7,30
C.J. Evans,121347,HB,SAMFORD,8,61,16,2,22.8,50,0,219,1,7,16,184,90.1,5,10,282,0,21,85.6,65.7,82.9,54.8,64.4,64.3,69.4,43.8,32,0,117,16,154,98,0,0,21,77,2,219,184,3.02,3.6,0.76,38
Braden Davis,158114,QB,HAMPTON,8,61,11,4,30.5,87,0,163,0,0,7,89,27.0,12,18,178,7,10,43.1,51.4,70.7,48.5,,,58.7,60.5,33,3,0,0,0,197,122,13,0,48,1,285,169,2.77,4.7,,20
Elisha Cummings,147611,HB,IDAHO,7,61,14,8,51.7,168,0,325,0,7,14,173,74.4,13,16,185,1,31,66.6,81.6,81.9,,50.7,90.6,78.3,55.5,29,0,300,19,95,77,0,0,21,80,2,325,173,2.84,5.3,3.16,27
Plez Lawrence,159371,HB,INDIANA ST,6,61,24,4,32.7,85,0,260,0,3,24,199,133.5,8,10,191,0,30,83.7,82.1,81.6,,79.1,77.4,82.4,41.3,27,0,105,5,80,83,0,0,5,66,3,260,199,3.26,4.3,1.31,31
Kolbe Burrell,130401,HB,NWSTATE,7,60,9,2,27.7,48,0,173,1,1,9,142,34.3,4,9,257,0,39,83.4,55.3,82.1,,14.7,55.3,59.6,53.1,32,0,48,9,47,88,0,0,12,69,1,173,142,2.37,2.9,1.02,18
